,PlayerID,PlayerName,Position,minutes,redcards,errors,pensconceded,owngoals,sumerrors
771,1242,Maik Taylor,Goalkeeper,3240.0,0.0,0.0,1.0,0.0,1.0
2631,3515,Simon Dawkins,Midfielder,71.0,0.0,0.0,0.0,0.0,0.0
2090,3996,David Edwards,Midfielder,4216.0,0.0,0.0,0.0,0.0,0.0
2091,3333,Jordon Mutch,Midfielder,4204.0,0.0,0.0,0.0,0.0,0.0
2074,3520,Jack Collison,Midfielder,4526.0,0.0,0.0,0.0,0.0,0.0
2634,4325,Denis Suárez,Midfielder,67.0,0.0,0.0,0.0,0.0,0.0
82,3065,John Carew,Forward,7639.0,0.0,0.0,0.0,0.0,0.0
175,4381,Jamie Mackie,Forward,3886.0,0.0,0.0,0.0,0.0,0.0
83,3583,Johan Elmander,Forward,8325.0,0.0,0.0,0.0,0.0,0.0
2630,8710,Patrick Roberts,Midfielder,72.0,0.0,0.0,0.0,0.0,0.0
2076,2524,Chris Eagles,Midfielder,4402.0,0.0,0.0,0.0,0.0,0.0
176,5907,Bernard,Forward,3854.0,0.0,0.0,0.0,0.0,0.0
2084,2316,Geremi,Midfielder,3088.0,0.0,0.0,0.0,0.0,0.0
2632,4002,Geoffrey Mujangi Bia,Midfielder,70.0,0.0,0.0,0.0,0.0,0.0
2639,50857,Gedson Fernandes,Midfielder,62.0,0.0,0.0,0.0,0.0,0.0
2638,3373,Mohammed Camara,Midfielder,63.0,0.0,0.0,0.0,0.0,0.0
2081,1633,Jimmy Bullard,Midfielder,4033.0,0.0,0.0,0.0,0.0,0.0
2644,3166,Herold Goulon,Midfielder,57.0,0.0,0.0,0.0,0.0,0.0
2762,13563,James Weir,Midfielder,1.0,0.0,0.0,0.0,0.0,0.0
2636,51574,Tyler Morton,Midfielder,66.0,0.0,0.0,0.0,0.0,0.0
2082,3434,Elano,Midfielder,4334.0,0.0,0.0,0.0,0.0,0.0
2087,239,Gary Speed,Midfielder,972.0,0.0,0.0,0.0,0.0,0.0
2635,10435,Fredrik Ulvestad,Midfielder,67.0,0.0,0.0,0.0,0.0,0.0
2633,4518,Chris David,Midfielder,67.0,0.0,0.0,0.0,0.0,0.0
2761,5180,John Swift,Midfielder,1.0,0.0,0.0,0.0,0.0,0.0
2645,2339,Richard Chaplow,Midfielder,52.0,0.0,0.0,0.0,0.0,0.0
2094,3743,Robert Koren,Midfielder,4130.0,0.0,0.0,0.0,0.0,0.0
2067,3413,Ryan Babel,Midfielder,4656.0,0.0,0.0,0.0,0.0,0.0
2658,3422,Dani Pacheco,Midfielder,44.0,0.0,0.0,0.0,0.0,0.0
2659,3326,Moustapha Salifou,Midfielder,43.0,0.0,0.0,0.0,0.0,0.0
89,4161,Chicharito,Forward,7804.0,0.0,0.0,0.0,0.0,0.0
90,5762,Lucas Moura,Forward,7757.0,0.0,0.0,0.0,0.0,0.0
2660,3020,Hogan Ephraim,Midfielder,41.0,0.0,0.0,0.0,0.0,0.0
91,4346,Papiss Demba Cissé,Forward,7723.0,0.0,0.0,0.0,0.0,0.0
2661,4094,Josh Vela,Midfielder,38.0,0.0,0.0,0.0,0.0,0.0
2039,2460,James McFadden,Midfielder,4526.0,0.0,0.0,0.0,0.0,0.0
2662,66647,Mads Bidstrup,Midfielder,37.0,0.0,0.0,0.0,0.0,0.0
2037,21887,Conor Gallagher,Midfielder,5382.0,0.0,0.0,0.0,0.0,0.0
2036,3066,Shaun Maloney,Midfielder,4984.0,0.0,0.0,0.0,0.0,0.0
2663,10548,Sebastián Blanco,Midfielder,36.0,0.0,0.0,0.0,0.0,0.0
2664,3682,Ignacio González,Midfielder,36.0,0.0,0.0,0.0,0.0,0.0
2033,33135,Jack Harrison,Midfielder,5503.0,0.0,0.0,0.0,0.0,0.0
2665,51238,Caleb Watts,Midfielder,36.0,0.0,0.0,0.0,0.0,0.0
2666,11147,Charly Musonda,Midfielder,35.0,0.0,0.0,0.0,0.0,0.0
2656,13510,Pedro Chirivella,Midfielder,45.0,0.0,0.0,0.0,0.0,0.0
2049,8444,John Fleck,Midfielder,5094.0,0.0,0.0,0.0,0.0,0.0
2655,3822,Yildiray Bastürk,Midfielder,45.0,0.0,0.0,0.0,0.0,0.0
2059,2208,Ivan Campo,Midfielder,2063.0,0.0,0.0,0.0,0.0,0.0
2066,4308,Bryan Ruiz,Midfielder,4668.0,0.0,0.0,0.0,0.0,0.0
2646,13794,Rees Greenwood,Midfielder,52.0,0.0,0.0,0.0,0.0,0.0
2064,15559,Christian Pulisic,Midfielder,4748.0,0.0,0.0,0.0,0.0,0.0
2647,13985,Marko Grujic,Midfielder,52.0,0.0,0.0,0.0,0.0,0.0
2648,10501,Jake Hesketh,Midfielder,52.0,0.0,0.0,0.0,0.0,0.0
2649,4378,Michael Doughty,Midfielder,51.0,0.0,0.0,0.0,0.0,0.0
2650,3449,Rodrigo Possebon,Midfielder,51.0,0.0,0.0,0.0,0.0,0.0
2651,20101,Rekeem Harper,Midfielder,50.0,0.0,0.0,0.0,0.0,0.0
2654,14830,Angel Gomes,Midfielder,46.0,0.0,0.0,0.0,0.0,0.0
2652,4622,Steve De Ridder,Midfielder,48.0,0.0,0.0,0.0,0.0,0.0
2057,4356,Anthony Pilkington,Midfielder,4957.0,0.0,0.0,0.0,0.0,0.0
2056,1429,Jonathan Greening,Midfielder,4999.0,0.0,0.0,0.0,0.0,0.0
2055,2637,Aaron Mokoena,Midfielder,3326.0,0.0,0.0,0.0,0.0,0.0
2054,14805,Phil Foden,Midfielder,5012.0,0.0,0.0,0.0,0.0,0.0
86,19758,Diogo Jota,Forward,8150.0,0.0,0.0,0.0,0.0,0.0
2653,31670,Indiana Vassilev,Midfielder,47.0,0.0,0.0,0.0,0.0,0.0
2629,4017,Fernando Guerrero,Midfielder,72.0,0.0,0.0,0.0,0.0,0.0
2748,15128,Luke Amos,Midfielder,2.0,0.0,0.0,0.0,0.0,0.0
2095,4859,Christian Atsu,Midfielder,4120.0,0.0,0.0,0.0,0.0,0.0
2600,16592,Josh Harrop,Midfielder,90.0,0.0,0.0,0.0,0.0,0.0
2139,3919,Gabriel Obertan,Midfielder,3377.0,0.0,0.0,0.0,0.0,0.0
2137,1597,Nolberto Solano,Midfielder,1286.0,0.0,0.0,0.0,0.0,0.0
2136,4750,André Schürrle,Midfielder,3406.0,0.0,0.0,0.0,0.0,0.0
2134,11362,Daniel Podence,Midfielder,3444.0,0.0,0.0,0.0,0.0,0.0
2133,14445,Emile Smith Rowe,Midfielder,3465.0,0.0,0.0,0.0,0.0,0.0
2130,2454,Claude Makelele,Midfielder,1221.0,0.0,0.0,0.0,0.0,0.0
2129,2948,Fábio Rochemback,Midfielder,1986.0,0.0,0.0,0.0,0.0,0.0
67,6899,Alexandre Lacazette,Forward,10309.0,0.0,0.0,0.0,0.0,0.0
2128,5345,Steven Defour,Midfielder,3538.0,0.0,0.0,0.0,0.0,0.0
2149,1497,Freddie Ljungberg,Midfielder,1856.0,0.0,0.0,0.0,0.0,0.0
2589,15002,Callum Slattery,Midfielder,110.0,0.0,0.0,0.0,0.0,0.0
2153,4433,Alex Pritchard,Midfielder,3165.0,0.0,0.0,0.0,0.0,0.0
2590,3099,Sam Hutchinson,Midfielder,98.0,0.0,0.0,0.0,0.0,0.0
2151,2172,Keith Fahey,Midfielder,3215.0,0.0,0.0,0.0,0.0,0.0
2150,1740,Kieron Dyer,Midfielder,1540.0,0.0,0.0,0.0,0.0,0.0
2592,10734,Emerson Hyndman,Midfielder,96.0,0.0,0.0,0.0,0.0,0.0
2596,4828,Cabral,Midfielder,90.0,0.0,0.0,0.0,0.0,0.0
2148,4585,Jobi McAnuff,Midfielder,3274.0,0.0,0.0,0.0,0.0,0.0
2593,3630,Ryan France,Midfielder,93.0,0.0,0.0,0.0,0.0,0.0
2147,10518,Jefferson Montero,Midfielder,3301.0,0.0,0.0,0.0,0.0,0.0
2594,4764,Owen Garvan,Midfielder,93.0,0.0,0.0,0.0,0.0,0.0
2146,2808,Pedro Mendes,Midfielder,1219.0,0.0,0.0,0.0,0.0,0.0
2145,7163,Dani Ceballos,Midfielder,3314.0,0.0,0.0,0.0,0.0,0.0
2595,66538,Tim Iroegbunam,Midfielder,91.0,0.0,0.0,0.0,0.0,0.0
2607,2943,Lee Martin,Midfielder,90.0,0.0,0.0,0.0,0.0,0.0
2096,2165,Gilberto Silva,Midfielder,1182.0,0.0,0.0,0.0,0.0,0.0
2105,2579,Michael Kightly,Midfielder,4028.0,0.0,0.0,0.0,0.0,0.0
2624,15045,Lasse Sørensen,Midfielder,76.0,0.0,0.0,0.0,0.0,0.0
2110,12316,Naby Keïta,Midfielder,3904.0,0.0,0.0,0.0,0.0,0.0
2109,2992,Teemu Tainio,Midfielder,2443.0,0.0,0.0,0.0,0.0,0.0
2108,1302,Richard Hughes,Midfielder,2906.0,0.0,0.0,0.0,0.0,0.0
177,1382,Marcus Bent,Forward,2347.0,0.0,0.0,0.0,0.0,0.0
2107,706,Robbie Savage,Midfielder,2161.0,0.0,0.0,0.0,0.0,0.0
2625,12946,Aleix García,Midfielder,75.0,0.0,0.0,0.0,0.0,0.0
2104,4654,Pablo Hernández,Midfielder,4049.0,0.0,0.0,0.0,0.0,0.0
2622,49504,Jesurun Rak-Sakyi,Midfielder,81.0,0.0,0.0,0.0,0.0,0.0
2103,3903,Maxi Rodríguez,Midfielder,4050.0,0.0,0.0,0.0,0.0,0.0
2101,2668,Mikele Leigertwood,Midfielder,2646.0,0.0,0.0,0.0,0.0,0.0
2100,11033,Anwar El Ghazi,Midfielder,4067.0,0.0,0.0,0.0,0.0,0.0
2627,64147,Matty Daly,Midfielder,73.0,0.0,0.0,0.0,0.0,0.0
97,4627,Rickie Lambert,Forward,7401.0,0.0,0.0,0.0,0.0,0.0
2097,3286,Denny Landzaat,Midfielder,1585.0,0.0,0.0,0.0,0.0,0.0
2623,68593,Hannibal Mejbri,Midfielder,76.0,0.0,0.0,0.0,0.0,0.0
2113,3894,Tom Cairney,Midfielder,3857.0,0.0,0.0,0.0,0.0,0.0
2614,14758,Ben Woodburn,Midfielder,89.0,0.0,0.0,0.0,0.0,0.0
2610,8356,Diego Poyet,Midfielder,90.0,0.0,0.0,0.0,0.0,0.0
2125,63633,Alexis Mac Allister,Midfielder,3584.0,0.0,0.0,0.0,0.0,0.0
2124,25329,Tanguy Ndombele,Midfielder,3599.0,0.0,0.0,0.0,0.0,0.0
2122,8049,Marc Pugh,Midfielder,3647.0,0.0,0.0,0.0,0.0,0.0
2120,1595,Dietmar Hamann,Midfielder,2679.0,0.0,0.0,0.0,0.0,0.0
2621,3054,Fran Mérida,Midfielder,81.0,0.0,0.0,0.0,0.0,0.0
2615,3173,Kazenga LuaLua,Midfielder,88.0,0.0,0.0,0.0,0.0,0.0
2616,7431,Ibrahima Cissé,Midfielder,87.0,0.0,0.0,0.0,0.0,0.0
2617,4540,Nick Powell,Midfielder,85.0,0.0,0.0,0.0,0.0,0.0
2618,23797,Sidnei Tavares,Midfielder,85.0,0.0,0.0,0.0,0.0,0.0
2115,4851,Matej Vydra,Midfielder,3826.0,0.0,0.0,0.0,0.0,0.0
2619,3824,Amine Linganzi,Midfielder,83.0,0.0,0.0,0.0,0.0,0.0
2620,20095,Aiden O'Neill,Midfielder,83.0,0.0,0.0,0.0,0.0,0.0
2669,14637,Nathan Holland,Midfielder,31.0,0.0,0.0,0.0,0.0,0.0
2667,4082,Ishmel Demontagnac,Midfielder,33.0,0.0,0.0,0.0,0.0,0.0
2754,4624,Dominic Gape,Midfielder,1.0,0.0,0.0,0.0,0.0,0.0
170,21998,Pedro Neto,Forward,3951.0,0.0,0.0,0.0,0.0,0.0
2720,4317,João Teixeira,Midfielder,11.0,0.0,0.0,0.0,0.0,0.0
2721,4336,Larnell Cole,Midfielder,10.0,0.0,0.0,0.0,0.0,0.0
169,10541,Enner Valencia,Forward,4035.0,0.0,0.0,0.0,0.0,0.0
1942,4501,Oscar,Midfielder,8699.0,0.0,0.0,0.0,0.0,0.0
2722,10495,Brandon Comley,Midfielder,10.0,0.0,0.0,0.0,0.0,0.0
2723,13552,Manu García,Midfielder,10.0,0.0,0.0,0.0,0.0,0.0
2724,2908,Robert Milsom,Midfielder,10.0,0.0,0.0,0.0,0.0,0.0
143,4701,Arouna Koné,Forward,5141.0,0.0,0.0,0.0,0.0,0.0
1939,51423,John McGinn,Midfielder,8738.0,0.0,0.0,0.0,0.0,0.0
2725,3017,Kyel Reid,Midfielder,10.0,0.0,0.0,0.0,0.0,0.0
147,1309,Darius Vassell,Forward,2226.0,0.0,0.0,0.0,0.0,0.0
2726,4638,Maurice Edu,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0
2727,3677,Jonathan Franks,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0
2728,23841,James Garner,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0
149,4007,Sam Vokes,Forward,4642.0,0.0,0.0,0.0,0.0,0.0
1946,5267,Xherdan Shaqiri,Midfielder,8577.0,0.0,0.0,0.0,0.0,0.0
136,1502,Kanu,Forward,2624.0,0.0,0.0,0.0,0.0,0.0
173,49796,Ismaïla Sarr,Forward,3892.0,0.0,0.0,0.0,0.0,0.0
2757,15293,Jayson Molumby,Midfielder,1.0,0.0,0.0,0.0,0.0,0.0
1957,14580,Mason Mount,Midfielder,8128.0,0.0,0.0,0.0,0.0,0.0
2713,4150,Abdul Razak,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0
1956,3766,Junior Stanislas,Midfielder,8163.0,0.0,0.0,0.0,0.0,0.0
138,1208,Michael Owen,Forward,5077.0,0.0,0.0,0.0,0.0,0.0
2714,51648,Chem Campbell,Midfielder,12.0,0.0,0.0,0.0,0.0,0.0
2715,68987,Alejandro Garnacho,Midfielder,12.0,0.0,0.0,0.0,0.0,0.0
2755,4455,Johnny Gorman,Midfielder,1.0,0.0,0.0,0.0,0.0,0.0
2716,8318,Jo Inge Berget,Midfielder,11.0,0.0,0.0,0.0,0.0,0.0
140,13278,Ademola Lookman,Forward,5252.0,0.0,0.0,0.0,0.0,0.0
172,3728,Roman Pavlyuchenko,Forward,3925.0,0.0,0.0,0.0,0.0,0.0
2756,67196,Alex Král,Midfielder,1.0,0.0,0.0,0.0,0.0,0.0
2717,31936,Iliman Ndiaye,Midfielder,11.0,0.0,0.0,0.0,0.0,0.0
2718,3767,Josh Payne,Midfielder,11.0,0.0,0.0,0.0,0.0,0.0
141,13494,Shinji Okazaki,Forward,5240.0,0.0,0.0,0.0,0.0,0.0
150,4805,Álvaro Negredo,Forward,4602.0,0.0,0.0,0.0,0.0,0.0
1931,3013,Yossi Benayoun,Midfielder,6786.0,0.0,0.0,0.0,0.0,0.0
1930,3746,Graham Dorrans,Midfielder,9120.0,0.0,0.0,0.0,0.0,0.0
160,4291,Patrick Bamford,Forward,4291.0,0.0,0.0,0.0,0.0,0.0
2740,3398,Wayne Brown,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0
2741,1133,Julian Gray,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0
2742,67899,Reda Khadra,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0
2743,16550,Filip Lesniak,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0
2744,51593,Elliot Anderson,Midfielder,3.0,0.0,0.0,0.0,0.0,0.0
1920,3180,Niko Kranjcar,Midfielder,8545.0,0.0,0.0,0.0,0.0,0.0
159,4659,Michu,Forward,4306.0,0.0,0.0,0.0,0.0,0.0
1917,3823,Junior Hoilett,Midfielder,9863.0,0.0,0.0,0.0,0.0,0.0
2753,13340,Luke Dreher,Midfielder,1.0,0.0,0.0,0.0,0.0,0.0
161,3270,Marlon King,Forward,3158.0,0.0,0.0,0.0,0.0,0.0
2749,51553,Kasey McAteer,Midfielder,2.0,0.0,0.0,0.0,0.0,0.0
162,2340,David McGoldrick,Forward,4223.0,0.0,0.0,0.0,0.0,0.0
2746,69288,Stuart McKinstry,Midfielder,3.0,0.0,0.0,0.0,0.0,0.0
163,1799,Tommy Smith,Forward,1566.0,0.0,0.0,0.0,0.0,0.0
1912,2009,David Bentley,Midfielder,7057.0,0.0,0.0,0.0,0.0,0.0
2747,69617,Sonny Perkins,Midfielder,3.0,0.0,0.0,0.0,0.0,0.0
2739,64519,Jaden Philogene-Bidace,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0
166,8174,Leonardo Ulloa,Forward,4091.0,0.0,0.0,0.0,0.0,0.0
2738,10519,Kenji Gorré,Midfielder,6.0,0.0,0.0,0.0,0.0,0.0
2737,4303,Marcel Gecov,Midfielder,6.0,0.0,0.0,0.0,0.0,0.0
2729,23784,Thakgalo Leshabela,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0
2730,52613,Liam McCarron,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0
1929,4337,Jesse Lingard,Midfielder,9229.0,0.0,0.0,0.0,0.0,0.0
2751,30534,Daniel Chesters,Midfielder,1.0,0.0,0.0,0.0,0.0,0.0
2731,4621,Lloyd Isgrove,Midfielder,8.0,0.0,0.0,0.0,0.0,0.0
2732,3816,Jay O'Shea,Midfielder,8.0,0.0,0.0,0.0,0.0,0.0
152,10957,Odion Ighalo,Forward,4543.0,0.0,0.0,0.0,0.0,0.0
2733,10539,Josh Cullen,Midfielder,7.0,0.0,0.0,0.0,0.0,0.0
154,25266,Mason Greenwood,Forward,4529.0,0.0,0.0,0.0,0.0,0.0
2735,25191,Bruno Jordão,Midfielder,6.0,0.0,0.0,0.0,0.0,0.0
2736,14753,Ovie Ejaria,Midfielder,6.0,0.0,0.0,0.0,0.0,0.0
157,1909,Mark Viduka,Forward,2266.0,0.0,0.0,0.0,0.0,0.0
2750,4647,Adam Mitchell,Midfielder,2.0,0.0,0.0,0.0,0.0,0.0
2711,5559,Bersant Celina,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0
2710,49477,Finley Stevens,Midfielder,14.0,0.0,0.0,0.0,0.0,0.0
98,4777,Gerard Deulofeu,Forward,7356.0,0.0,0.0,0.0,0.0,0.0
2760,23820,Rafael Camacho,Midfielder,1.0,0.0,0.0,0.0,0.0,0.0
2007,9457,Josh Brownhill,Midfielder,6573.0,0.0,0.0,0.0,0.0,0.0
2679,21903,Dion Pereira,Midfielder,23.0,0.0,0.0,0.0,0.0,0.0
2680,19928,Taylor Richards,Midfielder,23.0,0.0,0.0,0.0,0.0,0.0
2682,3595,Miroslav Stoch,Midfielder,22.0,0.0,0.0,0.0,0.0,0.0
2155,4137,Tom Ince,Midfielder,3164.0,0.0,0.0,0.0,0.0,0.0
2684,4700,Fraser Fyvie,Midfielder,21.0,0.0,0.0,0.0,0.0,0.0
2685,4259,Samir Carruthers,Midfielder,20.0,0.0,0.0,0.0,0.0,0.0
2677,2970,Franck Songo'o,Midfielder,25.0,0.0,0.0,0.0,0.0,0.0
2686,2201,Neil Danns,Midfielder,20.0,0.0,0.0,0.0,0.0,0.0
2687,24708,Faustino Anjorin,Midfielder,19.0,0.0,0.0,0.0,0.0,0.0
1999,7488,Harry Winks,Midfielder,6836.0,0.0,0.0,0.0,0.0,0.0
2688,4829,El-Hadji Ba,Midfielder,19.0,0.0,0.0,0.0,0.0,0.0
1997,5179,Ruben Loftus-Cheek,Midfielder,6995.0,0.0,0.0,0.0,0.0,0.0
2690,4769,Hiram Boateng,Midfielder,18.0,0.0,0.0,0.0,0.0,0.0
2678,19890,Lewis Brunt,Midfielder,23.0,0.0,0.0,0.0,0.0,0.0
2010,2994,Jamie O'Hara,Midfielder,6532.0,0.0,0.0,0.0,0.0,0.0
2709,9031,Jordan Rossiter,Midfielder,14.0,0.0,0.0,0.0,0.0,0.0
2671,4470,Shaun MacDonald,Midfielder,29.0,0.0,0.0,0.0,0.0,0.0
2668,26977,Josh Martin,Midfielder,32.0,0.0,0.0,0.0,0.0,0.0
100,3461,Tuncay Sanli,Forward,7272.0,0.0,0.0,0.0,0.0,0.0
165,2402,Brian McBride,Forward,1206.0,0.0,0.0,0.0,0.0,0.0
2024,2812,Andy Reid,Midfielder,4645.0,0.0,0.0,0.0,0.0,0.0
101,20607,Joelinton,Forward,7242.0,0.0,0.0,0.0,0.0,0.0
2022,2838,Aliaksandr Hleb,Midfielder,3532.0,0.0,0.0,0.0,0.0,0.0
2670,4789,Gedo,Midfielder,30.0,0.0,0.0,0.0,0.0,0.0
2672,4042,Michael Bradley,Midfielder,28.0,0.0,0.0,0.0,0.0,0.0
2676,3552,Amaury Bischoff,Midfielder,25.0,0.0,0.0,0.0,0.0,0.0
105,4151,Edin Dzeko,Forward,7081.0,0.0,0.0,0.0,0.0,0.0
2017,3446,Anderson,Midfielder,6172.0,0.0,0.0,0.0,0.0,0.0
2673,51510,Tyler Onyango,Midfielder,27.0,0.0,0.0,0.0,0.0,0.0
2015,3550,Andrey Arshavin,Midfielder,6258.0,0.0,0.0,0.0,0.0,0.0
2674,2293,Paddy McCarthy,Midfielder,26.0,0.0,0.0,0.0,0.0,0.0
108,3176,Obafemi Martins,Forward,4100.0,0.0,0.0,0.0,0.0,0.0
2675,4611,Ben Reeves,Midfielder,26.0,0.0,0.0,0.0,0.0,0.0
116,8868,Jarrod Bowen,Forward,6660.0,0.0,0.0,0.0,0.0,0.0
2691,49270,James McAtee,Midfielder,18.0,0.0,0.0,0.0,0.0,0.0
118,2969,Benjani,Forward,4364.0,0.0,0.0,0.0,0.0,0.0
2705,4439,Liam O'Neil,Midfielder,15.0,0.0,0.0,0.0,0.0,0.0
2701,15285,Matthew Worthington,Midfielder,16.0,0.0,0.0,0.0,0.0,0.0
128,4510,Steven Naismith,Forward,6075.0,0.0,0.0,0.0,0.0,0.0
2758,10507,Oliver Shenton,Midfielder,1.0,0.0,0.0,0.0,0.0,0.0
2702,24637,Tommy Doyle,Midfielder,15.0,0.0,0.0,0.0,0.0,0.0
2704,3593,Mineiro,Midfielder,15.0,0.0,0.0,0.0,0.0,0.0
130,3346,Roque Santa Cruz,Forward,5880.0,0.0,0.0,0.0,0.0,0.0
132,9060,Andre Gray,Forward,5869.0,0.0,0.0,0.0,0.0,0.0
1991,14716,Harvey Barnes,Midfielder,7161.0,0.0,0.0,0.0,0.0,0.0
2706,3668,Zoran Tosic,Midfielder,15.0,0.0,0.0,0.0,0.0,0.0
2707,24704,Tyrese Francois,Midfielder,14.0,0.0,0.0,0.0,0.0,0.0
1963,4355,Jonny Howson,Midfielder,8028.0,0.0,0.0,0.0,0.0,0.0
134,4527,Jordon Ibe,Forward,5769.0,0.0,0.0,0.0,0.0,0.0
135,10502,Graziano Pellè,Forward,5457.0,0.0,0.0,0.0,0.0,0.0
2708,3911,Abdisalam Abdulkadir Ibrahim,Midfielder,14.0,0.0,0.0,0.0,0.0,0.0
174,23599,Timo Werner,Forward,3888.0,0.0,0.0,0.0,0.0,0.0
127,5384,Leroy Sané,Forward,6086.0,0.0,0.0,0.0,0.0,0.0
2700,4186,Billy Knott,Midfielder,16.0,0.0,0.0,0.0,0.0,0.0
125,2892,Scott Sinclair,Forward,6055.0,0.0,0.0,0.0,0.0,0.0
2699,10883,Tariqe Fosu-Henry,Midfielder,16.0,0.0,0.0,0.0,0.0,0.0
1990,4844,Nacer Chadli,Midfielder,7169.0,0.0,0.0,0.0,0.0,0.0
1989,12520,Mateo Kovacic,Midfielder,7191.0,0.0,0.0,0.0,0.0,0.0
2692,4784,Mesca,Midfielder,18.0,0.0,0.0,0.0,0.0,0.0
119,3366,Franco Di Santo,Forward,6397.0,0.0,0.0,0.0,0.0,0.0
1985,2940,Park Ji-Sung,Midfielder,6683.0,0.0,0.0,0.0,0.0,0.0
2696,3336,Borja Oubiña,Midfielder,17.0,0.0,0.0,0.0,0.0,0.0
2697,3056,Mark Randall,Midfielder,17.0,0.0,0.0,0.0,0.0,0.0
1981,25246,Pablo Fornals,Midfielder,7557.0,0.0,0.0,0.0,0.0,0.0
2698,4289,Lucas Piazón,Midfielder,16.0,0.0,0.0,0.0,0.0,0.0
123,5594,André Ayew,Forward,6220.0,0.0,0.0,0.0,0.0,0.0
124,5169,Teemu Pukki,Forward,6152.0,0.0,0.0,0.0,0.0,0.0
2683,23520,Loïc Damour,Midfielder,21.0,0.0,0.0,0.0,0.0,0.0
2574,10494,Reece Grego-Cox,Midfielder,142.0,0.0,0.0,0.0,0.0,0.0
2587,9032,Cameron Brannagan,Midfielder,112.0,0.0,0.0,0.0,0.0,0.0
2455,3631,Péter Halmosi,Midfielder,545.0,0.0,0.0,0.0,0.0,0.0
2459,67634,Vitinha,Midfielder,513.0,0.0,0.0,0.0,0.0,0.0
2460,32700,Przemyslaw Placheta,Midfielder,505.0,0.0,0.0,0.0,0.0,0.0
2461,4184,Cristian Riveros,Midfielder,497.0,0.0,0.0,0.0,0.0,0.0
2323,54144,Imrân Louza,Midfielder,1419.0,0.0,0.0,0.0,0.0,0.0
2322,3034,Gary Teale,Midfielder,919.0,0.0,0.0,0.0,0.0,0.0
2321,4200,Somen Tchoyi,Midfielder,1460.0,0.0,0.0,0.0,0.0,0.0
2320,25203,Lukas Rupp,Midfielder,1461.0,0.0,0.0,0.0,0.0,0.0
2318,4076,Elliot Grandin,Midfielder,1515.0,0.0,0.0,0.0,0.0,0.0
2317,2452,Alexei Smertin,Midfielder,989.0,0.0,0.0,0.0,0.0,0.0
2462,10511,Ricardo Álvarez,Midfielder,494.0,0.0,0.0,0.0,0.0,0.0
2464,4069,David Carney,Midfielder,490.0,0.0,0.0,0.0,0.0,0.0
2314,11366,André Carrillo,Midfielder,1536.0,0.0,0.0,0.0,0.0,0.0
2465,4445,Albert Crusat,Midfielder,486.0,0.0,0.0,0.0,0.0,0.0
2313,14452,Nathan Tella,Midfielder,1555.0,0.0,0.0,0.0,0.0,0.0
2466,4931,Saúl Ñíguez,Midfielder,478.0,0.0,0.0,0.0,0.0,0.0
2456,23575,Filip Krovinovic,Midfielder,544.0,0.0,0.0,0.0,0.0,0.0
2453,15374,Josh Sims,Midfielder,576.0,0.0,0.0,0.0,0.0,0.0
2444,4655,Roland Lamah,Midfielder,606.0,0.0,0.0,0.0,0.0,0.0
2328,33066,Onel Hernández,Midfielder,1381.0,0.0,0.0,0.0,0.0,0.0
2341,4020,Landon Donovan,Midfielder,1279.0,0.0,0.0,0.0,0.0,0.0
2340,4354,Andrew Crofts,Midfielder,1288.0,0.0,0.0,0.0,0.0,0.0
2338,4054,Jermaine Jones,Midfielder,1296.0,0.0,0.0,0.0,0.0,0.0
2445,4699,Roger Espinoza,Midfielder,605.0,0.0,0.0,0.0,0.0,0.0
2446,4315,Suso,Midfielder,602.0,0.0,0.0,0.0,0.0,0.0
2336,3779,Callum McManaman,Midfielder,1301.0,0.0,0.0,0.0,0.0,0.0
16,8983,Riyad Mahrez,Forward,17651.0,0.0,0.0,0.0,0.0,0.0
2334,1840,Thomas Hitzlsperger,Midfielder,1339.0,0.0,0.0,0.0,0.0,0.0
2333,19778,Mikel Merino,Midfielder,1343.0,0.0,0.0,0.0,0.0,0.0
2332,4342,Sylvain Marveaux,Midfielder,1351.0,0.0,0.0,0.0,0.0,0.0
2448,4722,Aleksandar Tonev,Midfielder,596.0,0.0,0.0,0.0,0.0,0.0
2449,4885,Siem de Jong,Midfielder,593.0,0.0,0.0,0.0,0.0,0.0
2450,8709,William Kvist,Midfielder,592.0,0.0,0.0,0.0,0.0,0.0
2451,4426,Kevin Stewart,Midfielder,582.0,0.0,0.0,0.0,0.0,0.0
2329,22802,Rodrigo Bentancur,Midfielder,1365.0,0.0,0.0,0.0,0.0,0.0
2452,6494,Evandro,Midfielder,576.0,0.0,0.0,0.0,0.0,0.0
2467,4765,Stuart O'Keefe,Midfielder,474.0,0.0,0.0,0.0,0.0,0.0
