,PlayerID,PlayerName,Position,minutes,redcards,errors,pensconceded,owngoals,sumerrors
2053,2583,Mark Davies,Midfielder,5021.0,1.0,0.0,1.0,0.0,2.0
2023,4554,Yoan Gouffran,Midfielder,5873.0,0.0,1.0,1.0,0.0,2.0
2031,2942,Darron Gibson,Midfielder,5519.0,1.0,0.0,1.0,0.0,2.0
1287,2624,Alex Bruce,Defender,3042.0,0.0,1.0,1.0,0.0,2.0
2121,11419,Martin Ødegaard,Midfielder,3657.0,0.0,0.0,2.0,0.0,2.0
789,7975,David Raya,Goalkeeper,2160.0,0.0,1.0,1.0,0.0,2.0
1144,2619,Martin Laursen,Defender,5077.0,0.0,0.0,1.0,1.0,2.0
1102,2612,Emmanuel Eboué,Defender,5346.0,1.0,0.0,1.0,0.0,2.0
1136,3069,André Ooijer,Defender,4691.0,0.0,1.0,0.0,1.0,2.0
798,1472,Stephen Bywater,Goalkeeper,1620.0,0.0,2.0,0.0,0.0,2.0
2280,3364,Liam Bridcutt,Midfielder,1754.0,1.0,0.0,0.0,1.0,2.0
2285,1673,Robbie Blake,Midfielder,1697.0,0.0,0.0,2.0,0.0,2.0
2299,13961,Harry Wilson,Midfielder,1651.0,0.0,0.0,2.0,0.0,2.0
2306,4377,Samba Diakité,Midfielder,1614.0,2.0,0.0,0.0,0.0,2.0
2325,15687,Juninho Bacuna,Midfielder,1415.0,0.0,1.0,1.0,0.0,2.0
2326,4526,Oussama Assaidi,Midfielder,1408.0,0.0,2.0,0.0,0.0,2.0
2335,32796,Okay Yokuslu,Midfielder,1319.0,0.0,0.0,2.0,0.0,2.0
2127,3274,Hameur Bouazza,Midfielder,1198.0,1.0,0.0,1.0,0.0,2.0
2370,7564,Sofiane Feghouli,Midfielder,1038.0,1.0,0.0,1.0,0.0,2.0
2371,4294,Royston Ricky Drenthe,Midfielder,1037.0,0.0,2.0,0.0,0.0,2.0
2398,3482,Marek Matejovsky,Midfielder,879.0,1.0,0.0,1.0,0.0,2.0
786,4401,Gerhard Tremmel,Goalkeeper,2387.0,0.0,2.0,0.0,0.0,2.0
2414,8054,Eunan O'Kane,Midfielder,752.0,0.0,2.0,0.0,0.0,2.0
2438,10483,Rolando Aarons,Midfielder,642.0,0.0,1.0,1.0,0.0,2.0
784,10420,David Ospina,Goalkeeper,2502.0,0.0,2.0,0.0,0.0,2.0
782,1947,Bradley Jones,Goalkeeper,2420.0,0.0,1.0,1.0,0.0,2.0
2454,4043,Jean Makoun,Midfielder,554.0,1.0,0.0,1.0,0.0,2.0
1111,20277,Jonny,Defender,7188.0,0.0,2.0,0.0,0.0,2.0
2234,7013,Jean Michaël Seri,Midfielder,2250.0,0.0,2.0,0.0,0.0,2.0
2228,24221,Billy Gilmour,Midfielder,2309.0,0.0,0.0,2.0,0.0,2.0
2217,13248,Hamza Choudhury,Midfielder,2462.0,1.0,1.0,0.0,0.0,2.0
2216,22698,Ezgjan Alioski,Midfielder,2463.0,0.0,0.0,2.0,0.0,2.0
2132,45351,Marvelous Nakamba,Midfielder,3491.0,0.0,2.0,0.0,0.0,2.0
2140,4488,Karim El Ahmadi,Midfielder,3356.0,0.0,2.0,0.0,0.0,2.0
2144,2823,Shaun Derry,Midfielder,3316.0,1.0,0.0,1.0,0.0,2.0
2163,2382,Jason Koumas,Midfielder,3069.0,1.0,1.0,0.0,0.0,2.0
2167,2206,Bernard Mendy,Midfielder,2975.0,1.0,0.0,1.0,0.0,2.0
1987,1932,Dickson Etuhu,Midfielder,7407.0,0.0,2.0,0.0,0.0,2.0
2168,14944,Todd Cantwell,Midfielder,2940.0,0.0,1.0,1.0,0.0,2.0
2174,3472,Sulley Muntari,Midfielder,2913.0,2.0,0.0,0.0,0.0,2.0
2175,4004,Adlène Guédioura,Midfielder,2903.0,0.0,0.0,2.0,0.0,2.0
2177,3876,Diniyar Bilyaletdinov,Midfielder,2881.0,2.0,0.0,0.0,0.0,2.0
801,4061,Matthew Gilks,Goalkeeper,1575.0,0.0,2.0,0.0,0.0,2.0
2185,5490,Nordin Amrabat,Midfielder,2802.0,1.0,0.0,1.0,0.0,2.0
2189,19621,Marten de Roon,Midfielder,2777.0,0.0,0.0,2.0,0.0,2.0
1096,2946,Emanuel Pogatetz,Defender,4610.0,0.0,0.0,0.0,2.0,2.0
2193,3629,Ian Ashbee,Midfielder,2696.0,0.0,2.0,0.0,0.0,2.0
2196,3200,Brynjar Gunnarsson,Midfielder,1500.0,1.0,1.0,0.0,0.0,2.0
2198,52153,Moussa Djenepo,Midfielder,2619.0,1.0,0.0,1.0,0.0,2.0
2203,10000,Kortney Hause,Midfielder,2571.0,0.0,1.0,1.0,0.0,2.0
2204,10964,Rajiv van La Parra,Midfielder,2551.0,1.0,1.0,0.0,0.0,2.0
1097,5343,Ricardo Pereira,Defender,7595.0,0.0,0.0,2.0,0.0,2.0
2209,20708,Didier Ndong,Midfielder,2519.0,0.0,1.0,1.0,0.0,2.0
1992,11213,Roberto Pereyra,Midfielder,7136.0,1.0,1.0,0.0,0.0,2.0
1955,13389,Tom Davies,Midfielder,8201.0,0.0,1.0,1.0,0.0,2.0
1986,23396,Bruno Fernandes,Midfielder,7415.0,0.0,1.0,1.0,0.0,2.0
1445,13559,Axel Tuanzebe,Defender,1400.0,0.0,1.0,0.0,1.0,2.0
1274,1017,Alan Stubbs,Defender,1209.0,0.0,1.0,1.0,0.0,2.0
1394,14063,Chris Mepham,Defender,1761.0,0.0,2.0,0.0,0.0,2.0
1395,15116,Japhet Tanganga,Defender,1754.0,1.0,1.0,0.0,0.0,2.0
1409,47181,Samir,Defender,1675.0,0.0,2.0,0.0,0.0,2.0
1413,3901,Daniel Ayala,Defender,1648.0,0.0,0.0,1.0,1.0,2.0
1416,54900,Hassane Kamara,Defender,1625.0,1.0,0.0,1.0,0.0,2.0
1421,22047,Christoph Zimmermann,Defender,1588.0,0.0,0.0,2.0,0.0,2.0
1423,13957,Papy Djilobodji,Defender,1577.0,1.0,1.0,0.0,0.0,2.0
1431,4755,Dean Moxey,Defender,1518.0,0.0,0.0,2.0,0.0,2.0
1440,14575,Trevoh Chalobah,Defender,1449.0,0.0,1.0,1.0,0.0,2.0
1448,21612,William Troost-Ekong,Defender,1388.0,0.0,1.0,1.0,0.0,2.0
1,2622,Gabriel Agbonlahor,Forward,22219.0,1.0,0.0,1.0,0.0,2.0
1453,4416,Jazz Richards,Defender,1337.0,0.0,1.0,1.0,0.0,2.0
1457,3930,Anthony Henri Vanden Borre,Defender,1324.0,1.0,0.0,0.0,1.0,2.0
1458,3316,Håvard Nordtveit,Defender,1317.0,0.0,1.0,1.0,0.0,2.0
1252,12173,Florent Hadergjonaj,Defender,3512.0,0.0,1.0,1.0,0.0,2.0
1464,3740,Ryan Donk,Defender,1252.0,0.0,0.0,2.0,0.0,2.0
1476,66094,Nuno Tavares,Defender,1170.0,0.0,1.0,1.0,0.0,2.0
1487,2751,Tony McMahon,Defender,1058.0,0.0,0.0,1.0,1.0,2.0
1510,4537,Alexander Büttner,Defender,879.0,0.0,2.0,0.0,0.0,2.0
1513,4220,Piscu,Defender,866.0,0.0,1.0,1.0,0.0,2.0
1533,4196,Pablo Ibáñez,Defender,702.0,1.0,0.0,1.0,0.0,2.0
1385,4031,Sébastien Squillaci,Defender,1826.0,0.0,1.0,0.0,1.0,2.0
1377,11002,Jason Denayer,Defender,1878.0,0.0,0.0,1.0,1.0,2.0
1980,3131,Danny Guthrie,Midfielder,7537.0,1.0,1.0,0.0,0.0,2.0
1027,2878,Abdoulaye Diagne-Faye,Defender,8712.0,2.0,0.0,0.0,0.0,2.0
1290,8185,Joe Bryan,Defender,3012.0,0.0,1.0,1.0,0.0,2.0
1285,1929,Stephen Jordan,Defender,2024.0,1.0,0.0,0.0,1.0,2.0
1284,23704,Tariq Lamptey,Defender,3065.0,1.0,0.0,1.0,0.0,2.0
1016,2110,John Arne Riise,Defender,9140.0,0.0,1.0,1.0,0.0,2.0
1298,12536,Denis Odoi,Defender,2864.0,0.0,0.0,1.0,1.0,2.0
1299,15608,Ragnar Klavan,Defender,2857.0,0.0,1.0,1.0,0.0,2.0
1300,4532,Matija Nastasic,Defender,2850.0,0.0,2.0,0.0,0.0,2.0
1281,3361,Juliano Belletti,Defender,3106.0,1.0,0.0,1.0,0.0,2.0
1306,4313,Sebastián Coates,Defender,2768.0,0.0,0.0,1.0,1.0,2.0
1307,3835,Michael Duff,Defender,2760.0,1.0,0.0,1.0,0.0,2.0
1321,2701,Daniel Fox,Defender,2623.0,1.0,0.0,1.0,0.0,2.0
1373,356,Andrew Todd,Defender,1361.0,0.0,2.0,0.0,0.0,2.0
1322,4877,Mike van der Hoorn,Defender,2610.0,0.0,0.0,2.0,0.0,2.0
1280,4557,Steven Whittaker,Defender,3128.0,1.0,0.0,1.0,0.0,2.0
1330,1815,Darren Moore,Defender,2465.0,0.0,2.0,0.0,0.0,2.0
1279,1849,Danny Shittu,Defender,789.0,0.0,1.0,0.0,1.0,2.0
1336,20503,Maxime Le Marchand,Defender,2374.0,0.0,1.0,1.0,0.0,2.0
1338,5467,Alex Telles,Defender,2351.0,0.0,0.0,2.0,0.0,2.0
1276,8162,Bruno,Defender,3153.0,0.0,1.0,1.0,0.0,2.0
1345,4864,Conor Townsend,Defender,2235.0,0.0,0.0,2.0,0.0,2.0
1355,2199,Jay McEveley,Defender,1908.0,0.0,2.0,0.0,0.0,2.0
1367,2076,Dean Leacock,Defender,1997.0,0.0,0.0,1.0,1.0,2.0
1535,3114,Elliot Omozusi,Defender,689.0,1.0,0.0,1.0,0.0,2.0
1546,4335,Ezekiel Fryers,Defender,652.0,0.0,2.0,0.0,0.0,2.0
1554,20183,Leon Balogun,Defender,591.0,0.0,1.0,1.0,0.0,2.0
1948,2523,David Jones,Midfielder,8513.0,0.0,0.0,2.0,0.0,2.0
1068,4918,Javier Manquillo,Defender,8733.0,0.0,0.0,2.0,0.0,2.0
1202,11177,Bruno Martins Indi,Defender,4393.0,0.0,1.0,1.0,0.0,2.0
1199,6712,Timothy Castagne,Defender,4472.0,0.0,2.0,0.0,0.0,2.0
1924,3389,Jack Rodwell,Midfielder,9580.0,1.0,1.0,0.0,0.0,2.0
1926,4395,James McClean,Midfielder,9444.0,1.0,0.0,0.0,1.0,2.0
1197,5754,Thiago Silva,Defender,4589.0,1.0,1.0,0.0,0.0,2.0
1190,3672,Joe Bennett,Defender,4774.0,1.0,0.0,1.0,0.0,2.0
1937,11247,Fabinho,Midfielder,8966.0,0.0,0.0,2.0,0.0,2.0
1945,8168,Dale Stephens,Midfielder,8636.0,1.0,0.0,1.0,0.0,2.0
1947,10475,Ander Herrera,Midfielder,8528.0,1.0,0.0,1.0,0.0,2.0
1949,4713,Isaac Hayden,Midfielder,8408.0,2.0,0.0,0.0,0.0,2.0
1564,3531,Gérald Cid,Defender,508.0,0.0,0.0,1.0,1.0,2.0
1181,3621,Andy Dawson,Defender,5111.0,0.0,1.0,0.0,1.0,2.0
1289,3737,Gianni Zuiverloon,Defender,3015.0,0.0,2.0,0.0,0.0,2.0
1958,16286,Rodri,Midfielder,8120.0,0.0,2.0,0.0,0.0,2.0
1962,1337,David Dunn,Midfielder,7440.0,2.0,0.0,0.0,0.0,2.0
1964,1495,Jermaine Pennant,Midfielder,6034.0,0.0,0.0,2.0,0.0,2.0
1968,14824,Scott McTominay,Midfielder,7876.0,0.0,1.0,1.0,0.0,2.0
1076,1371,Hermann Hreidarsson,Defender,5690.0,1.0,0.0,1.0,0.0,2.0
1972,1632,Joe Cole,Midfielder,7347.0,1.0,0.0,1.0,0.0,2.0
1974,1042,Gavin McCann,Midfielder,5282.0,1.0,1.0,0.0,0.0,2.0
1176,3126,Fábio Aurélio,Defender,4144.0,0.0,1.0,0.0,1.0,2.0
1204,3189,André Bikey,Defender,3555.0,0.0,1.0,1.0,0.0,2.0
1903,3196,Stephen Hunt,Midfielder,8373.0,0.0,0.0,2.0,0.0,2.0
1893,22542,Pascal Groß,Midfielder,11149.0,0.0,0.0,1.0,1.0,2.0
1891,4103,Ramires,Midfielder,11254.0,2.0,0.0,0.0,0.0,2.0
1242,4129,Jon Flanagan,Defender,3685.0,0.0,1.0,1.0,0.0,2.0
1778,2270,Aaron Lennon,Midfielder,23976.0,0.0,0.0,2.0,0.0,2.0
1780,1634,Michael Carrick,Midfielder,21434.0,0.0,0.0,1.0,1.0,2.0
1784,4224,James McArthur,Midfielder,23018.0,0.0,0.0,2.0,0.0,2.0
1801,2529,James Morrison,Midfielder,17682.0,1.0,0.0,1.0,0.0,2.0
1808,4148,Yaya Touré,Midfielder,18244.0,0.0,2.0,0.0,0.0,2.0
1230,4989,Philipp Wollscheid,Defender,3872.0,0.0,1.0,1.0,0.0,2.0
1819,7114,Georginio Wijnaldum,Midfielder,17161.0,0.0,2.0,0.0,0.0,2.0
1228,5093,Sokratis Papastathopoulos,Defender,3896.0,0.0,1.0,1.0,0.0,2.0
1226,49992,Adam Masina,Defender,3898.0,0.0,0.0,2.0,0.0,2.0
1223,2463,Carlos Bocanegra,Defender,1617.0,0.0,0.0,2.0,0.0,2.0
1851,2274,Adam Johnson,Midfielder,14005.0,0.0,1.0,1.0,0.0,2.0
1216,13515,James Justin,Defender,4077.0,0.0,0.0,1.0,1.0,2.0
1215,8945,Sam Byram,Defender,4098.0,1.0,0.0,1.0,0.0,2.0
1868,4656,Ki Sung-Yeung,Midfielder,13368.0,0.0,0.0,1.0,1.0,2.0
1213,3622,Liam Cooper,Defender,4126.0,1.0,0.0,1.0,0.0,2.0
932,4408,Ben Davies,Defender,19310.0,0.0,1.0,1.0,0.0,2.0
779,4951,Víctor Valdés,Goalkeeper,2626.0,0.0,2.0,0.0,0.0,2.0
1883,2550,Gary O'Neil,Midfielder,8593.0,1.0,0.0,1.0,0.0,2.0
1885,2078,Steed Malbranque,Midfielder,9801.0,0.0,0.0,2.0,0.0,2.0
1208,3958,Ryan Fredericks,Defender,4192.0,0.0,1.0,1.0,0.0,2.0
1119,13815,Kyle Walker-Peters,Defender,6788.0,0.0,1.0,1.0,0.0,2.0
1382,66635,Cristian Romero,Defender,1846.0,0.0,1.0,1.0,0.0,2.0
64,2522,Cristiano Ronaldo,Forward,7954.0,2.0,0.0,0.0,0.0,2.0
148,2195,Craig Fagan,Forward,4732.0,1.0,0.0,1.0,0.0,2.0
76,1869,Craig Bellamy,Forward,7266.0,1.0,1.0,0.0,0.0,2.0
249,1804,Richard Garcia,Forward,2266.0,0.0,1.0,0.0,1.0,2.0
17,3247,Dimitar Berbatov,Forward,14792.0,0.0,0.0,1.0,1.0,2.0
5,4539,Wilfried Zaha,Forward,22356.0,2.0,0.0,0.0,0.0,2.0
40,10487,Ayoze Pérez,Forward,13628.0,1.0,0.0,0.0,1.0,2.0
41,13565,Marcus Rashford,Forward,13524.0,1.0,0.0,1.0,0.0,2.0
232,5064,Hélder Costa,Forward,2521.0,0.0,1.0,0.0,1.0,2.0
22,3121,Clint Dempsey,Forward,16441.0,0.0,1.0,1.0,0.0,2.0
153,3939,Frédéric Piquionne,Forward,4530.0,1.0,0.0,1.0,0.0,2.0
226,4365,Steve Morison,Forward,2564.0,0.0,0.0,2.0,0.0,2.0
45,3850,Steven Fletcher,Forward,13014.0,0.0,1.0,0.0,1.0,2.0
70,10498,Dusan Tadic,Forward,9586.0,0.0,1.0,1.0,0.0,2.0
7,1526,Jermain Defoe,Forward,20251.0,2.0,0.0,0.0,0.0,2.0
68,5110,Pierre-Emerick Aubameyang,Forward,10303.0,1.0,0.0,0.0,1.0,2.0
142,4363,Grant Holt,Forward,5191.0,1.0,0.0,1.0,0.0,2.0
264,13225,Sergi Canós,Forward,2103.0,1.0,0.0,0.0,1.0,2.0
433,11111,Josip Drmic,Forward,637.0,1.0,1.0,0.0,0.0,2.0
87,7946,Demarai Gray,Forward,7873.0,0.0,2.0,0.0,0.0,2.0
102,4296,Nikica Jelavic,Forward,7229.0,0.0,2.0,0.0,0.0,2.0
93,4772,Glenn Murray,Forward,7553.0,1.0,0.0,1.0,0.0,2.0
92,16256,Neal Maupay,Forward,7560.0,1.0,0.0,1.0,0.0,2.0
110,4213,Demba Ba,Forward,6860.0,0.0,0.0,1.0,1.0,2.0
27,3452,Danny Welbeck,Forward,14991.0,0.0,2.0,0.0,0.0,2.0
88,2945,Fraizer Campbell,Forward,7858.0,0.0,0.0,2.0,0.0,2.0
111,2844,Nicklas Bendtner,Forward,6808.0,1.0,1.0,0.0,0.0,2.0
79,4507,Kevin Mirallas,Forward,8802.0,2.0,0.0,0.0,0.0,2.0
113,13554,Kelechi Iheanacho,Forward,6708.0,0.0,1.0,1.0,0.0,2.0
25,4999,Son Heung-Min,Forward,16152.0,2.0,0.0,0.0,0.0,2.0
129,2787,Ricardo Fuller,Forward,5994.0,2.0,0.0,0.0,0.0,2.0
131,4039,Marouane Chamakh,Forward,5877.0,0.0,0.0,2.0,0.0,2.0
38,2662,Didier Drogba,Forward,10981.0,2.0,0.0,0.0,0.0,2.0
269,4812,Gary Hooper,Forward,2029.0,0.0,2.0,0.0,0.0,2.0
164,2723,Djibril Cissé,Forward,4160.0,2.0,0.0,0.0,0.0,2.0
96,20486,Leandro Trossard,Forward,7443.0,0.0,1.0,1.0,0.0,2.0
763,1676,Carlo Cudicini,Goalkeeper,2773.0,0.0,2.0,0.0,0.0,2.0
50,2705,Tim Cahill,Forward,11179.0,2.0,0.0,0.0,0.0,2.0
761,2409,Jens Lehmann,Goalkeeper,651.0,0.0,2.0,0.0,0.0,2.0
61,908,Emile Heskey,Forward,8345.0,1.0,0.0,1.0,0.0,2.0
732,2069,Marcus Hahnemann,Goalkeeper,6930.0,0.0,2.0,0.0,0.0,2.0
369,11267,Aboubakar Kamara,Forward,1000.0,1.0,0.0,1.0,0.0,2.0
767,5748,Alphonse Areola,Goalkeeper,3330.0,0.0,2.0,0.0,0.0,2.0
62,2553,Yakubu,Forward,7656.0,1.0,1.0,0.0,0.0,2.0
756,2214,Robert Elliot,Goalkeeper,4569.0,1.0,1.0,0.0,0.0,2.0
203,3829,Ivan Klasnic,Forward,3019.0,2.0,0.0,0.0,0.0,2.0
167,1005,James Beattie,Forward,2608.0,0.0,1.0,0.0,1.0,2.0
772,10466,Willy Caballero,Goalkeeper,3111.0,0.0,2.0,0.0,0.0,2.0
65,3780,Hugo Rodallega,Forward,10715.0,1.0,0.0,1.0,0.0,2.0
1531,11134,Jon Stankovic,Defender,719.0,0.0,1.0,0.0,0.0,1.0
35,2603,Bobby Zamora,Forward,12097.0,1.0,0.0,0.0,0.0,1.0
1399,4067,Alex Baptiste,Defender,1729.0,0.0,1.0,0.0,0.0,1.0
2239,10476,Andreas Pereira,Midfielder,2175.0,0.0,1.0,0.0,0.0,1.0
2237,4515,Giorgos Karagounis,Midfielder,2212.0,0.0,0.0,1.0,0.0,1.0
1436,3539,David Rozehnal,Defender,1487.0,0.0,1.0,0.0,0.0,1.0
1437,4880,Kenny Tete,Defender,1482.0,0.0,0.0,1.0,0.0,1.0
1439,2527,Matthew Bates,Defender,1381.0,1.0,0.0,0.0,0.0,1.0
33,3926,Joshua King,Forward,14472.0,0.0,0.0,1.0,0.0,1.0
2232,3844,Kevin McDonald,Midfielder,2298.0,1.0,0.0,0.0,0.0,1.0
1398,2307,Danny Pugh,Defender,1731.0,0.0,0.0,1.0,0.0,1.0
1443,12891,Timm Klose,Defender,1434.0,0.0,0.0,0.0,1.0,1.0
2180,2893,Lassana Diarra,Midfielder,2277.0,1.0,0.0,0.0,0.0,1.0
1446,4697,Iván Ramis,Defender,1398.0,0.0,0.0,1.0,0.0,1.0
1447,10517,Stephen Kingsley,Defender,1392.0,0.0,0.0,0.0,1.0,1.0
1430,5365,Jan Kirchhoff,Defender,1519.0,0.0,0.0,1.0,0.0,1.0
2245,10451,Muhamed Besic,Midfielder,2132.0,0.0,1.0,0.0,0.0,1.0
1427,3902,Jack Robinson,Defender,1529.0,0.0,0.0,1.0,0.0,1.0
1407,2119,David Murphy,Defender,1680.0,0.0,0.0,1.0,0.0,1.0
1404,669,Michael Duberry,Defender,1023.0,0.0,0.0,0.0,1.0,1.0
63,9576,Dominic Calvert-Lewin,Forward,10783.0,0.0,1.0,0.0,0.0,1.0
1528,4754,Jonathan Parr,Defender,756.0,0.0,0.0,1.0,0.0,1.0
1401,4568,Yun Suk-Young,Defender,1725.0,0.0,1.0,0.0,0.0,1.0
2260,10074,Joe Ralls,Midfielder,1960.0,1.0,0.0,0.0,0.0,1.0
2259,2521,David Fox,Midfielder,1967.0,0.0,1.0,0.0,0.0,1.0
2258,9943,Almen Abdi,Midfielder,1984.0,0.0,0.0,1.0,0.0,1.0
1402,33046,Junior Firpo,Defender,1715.0,0.0,0.0,0.0,1.0,1.0
2176,3669,Matty James,Midfielder,2890.0,1.0,0.0,0.0,0.0,1.0
1414,9163,Brendan Galloway,Defender,1645.0,0.0,0.0,1.0,0.0,1.0
1519,13796,Joe Rodon,Defender,819.0,0.0,1.0,0.0,0.0,1.0
2252,49610,Ibrahima Diallo,Midfielder,2030.0,0.0,0.0,1.0,0.0,1.0
2251,5588,Giannelli Imbula,Midfielder,2056.0,0.0,0.0,0.0,1.0,1.0
1422,3646,Andrea Dossena,Defender,1585.0,1.0,0.0,0.0,0.0,1.0
1492,8046,Tommy Elphick,Defender,1012.0,0.0,0.0,1.0,0.0,1.0
2225,4569,Stéphane Mbia,Midfielder,2371.0,1.0,0.0,0.0,0.0,1.0
2184,3658,Adam Clayton,Midfielder,2806.0,0.0,1.0,0.0,0.0,1.0
2214,4516,Ashkan Dejagah,Midfielder,2494.0,0.0,0.0,1.0,0.0,1.0
1470,20097,Pablo Marí,Defender,1194.0,0.0,0.0,1.0,0.0,1.0
2212,3571,Vince Grella,Midfielder,2500.0,1.0,0.0,0.0,0.0,1.0
1499,19601,Bernardo Espinosa,Defender,975.0,0.0,0.0,1.0,0.0,1.0
1474,3283,Andreas Granqvist,Defender,1171.0,0.0,0.0,1.0,0.0,1.0
1475,24635,Eric García,Defender,1170.0,0.0,0.0,1.0,0.0,1.0
1498,23593,Ibrahima Konaté,Defender,990.0,0.0,1.0,0.0,0.0,1.0
43,2796,Kenwyne Jones,Forward,13067.0,1.0,0.0,0.0,0.0,1.0
284,15480,Alireza Jahanbakhsh,Forward,1850.0,0.0,0.0,1.0,0.0,1.0
1484,2151,Elliott Ward,Defender,1080.0,0.0,1.0,0.0,0.0,1.0
1485,13490,Yohan Benalouane,Defender,1075.0,0.0,0.0,1.0,0.0,1.0
46,3205,Kevin Doyle,Forward,10484.0,0.0,0.0,0.0,1.0,1.0
2202,4645,Alfred N'Diaye,Midfielder,2575.0,0.0,0.0,1.0,0.0,1.0
2201,12365,Jordy Clasie,Midfielder,2577.0,0.0,0.0,1.0,0.0,1.0
2200,11363,Matheus Pereira,Midfielder,2581.0,1.0,0.0,0.0,0.0,1.0
1491,13279,Abdul Rahman Baba,Defender,1016.0,0.0,1.0,0.0,0.0,1.0
2197,4968,Ibrahim Afellay,Midfielder,2645.0,1.0,0.0,0.0,0.0,1.0
1495,10123,Marvin Zeegelaar,Defender,995.0,1.0,0.0,0.0,0.0,1.0
1500,4671,Goran Popov,Defender,970.0,1.0,0.0,0.0,0.0,1.0
1468,21297,Mads Roerslev,Defender,1233.0,0.0,0.0,1.0,0.0,1.0
2226,3705,Seyi Olofinjana,Midfielder,2360.0,0.0,0.0,1.0,0.0,1.0
1466,10527,Sébastien Pocognoli,Defender,1249.0,0.0,0.0,1.0,0.0,1.0
1494,14779,Kean Bryan,Defender,1007.0,0.0,0.0,0.0,1.0,1.0
1516,25540,Mads Bech Sørensen,Defender,833.0,0.0,0.0,1.0,0.0,1.0
1515,3084,Lubomir Michalik,Defender,496.0,0.0,0.0,0.0,1.0,1.0
1455,12512,Andrea Ranocchia,Defender,1329.0,0.0,1.0,0.0,0.0,1.0
2221,2056,Boudewijn Zenden,Midfielder,1611.0,1.0,0.0,0.0,0.0,1.0
290,2101,Caleb Folan,Forward,1035.0,1.0,0.0,0.0,0.0,1.0
2220,10462,Esteban Cambiasso,Midfielder,2423.0,0.0,0.0,0.0,1.0,1.0
1514,13124,Jordan Amavi,Defender,836.0,0.0,1.0,0.0,0.0,1.0
56,11272,Anthony Martial,Forward,11728.0,1.0,0.0,0.0,0.0,1.0
2219,3436,Gelson Fernandes,Midfielder,2439.0,1.0,0.0,0.0,0.0,1.0
1460,2322,Bradley Orr,Defender,1284.0,0.0,1.0,0.0,0.0,1.0
1508,49961,Lyanco,Defender,906.0,0.0,1.0,0.0,0.0,1.0
288,4626,Billy Sharp,Forward,1795.0,1.0,0.0,0.0,0.0,1.0
1504,5520,Stephan Lichtsteiner,Defender,940.0,0.0,1.0,0.0,0.0,1.0
51,3756,Chris Wood,Forward,12257.0,0.0,0.0,0.0,1.0,1.0
2194,4383,Alejandro Faurlin,Midfielder,2675.0,0.0,0.0,0.0,1.0,1.0
1397,3908,Dedryck Boyata,Defender,1740.0,1.0,0.0,0.0,0.0,1.0
1465,3949,Paulo Da Silva,Defender,1250.0,0.0,1.0,0.0,0.0,1.0
778,3182,Adam Federici,Goalkeeper,2565.0,0.0,1.0,0.0,0.0,1.0
2265,2081,Eddie Lewis,Midfielder,1912.0,0.0,0.0,0.0,1.0,1.0
2345,2471,Darren Pratley,Midfielder,1271.0,0.0,0.0,1.0,0.0,1.0
1254,6609,Ahmed Hegazi,Defender,3477.0,0.0,1.0,0.0,0.0,1.0
2357,20538,Papa Ndiaye,Midfielder,1140.0,0.0,0.0,1.0,0.0,1.0
1259,2766,Jason Shackell,Defender,3347.0,0.0,0.0,0.0,1.0,1.0
1262,4504,Bryan Oviedo,Defender,3317.0,0.0,0.0,0.0,1.0,1.0
1266,2163,Justin Hoyte,Defender,1758.0,0.0,0.0,0.0,1.0,1.0
1268,4719,Jores Okore,Defender,3256.0,0.0,0.0,1.0,0.0,1.0
1271,71432,Rayan Aït-Nouri,Defender,3230.0,0.0,0.0,1.0,0.0,1.0
1272,14569,Marc Guéhi,Defender,3223.0,0.0,0.0,1.0,0.0,1.0
354,31905,Cucho Hernández,Forward,1140.0,0.0,0.0,0.0,1.0,1.0
2343,4414,Kemy Agustien,Midfielder,1274.0,0.0,0.0,1.0,0.0,1.0
336,3757,Roman Bednar,Forward,1363.0,0.0,0.0,1.0,0.0,1.0
1282,9491,Jack O'Connell,Defender,3095.0,0.0,1.0,0.0,0.0,1.0
346,10488,Emmanuel Rivière,Forward,1276.0,0.0,0.0,1.0,0.0,1.0
2337,3676,Didier Digard,Midfielder,1296.0,1.0,0.0,0.0,0.0,1.0
1288,3212,Claude Davis,Defender,1540.0,1.0,0.0,0.0,0.0,1.0
343,4051,Nikola Zigic,Forward,1310.0,0.0,0.0,1.0,0.0,1.0
1294,26076,Diego Rico,Defender,2941.0,0.0,0.0,1.0,0.0,1.0
1295,66284,Wesley Fofana,Defender,2894.0,0.0,0.0,1.0,0.0,1.0
1296,24252,Diogo Dalot,Defender,2879.0,0.0,0.0,1.0,0.0,1.0
2331,8636,Aiden McGeady,Midfielder,1357.0,0.0,1.0,0.0,0.0,1.0
1253,13716,Cuco Martina,Defender,3506.0,0.0,1.0,0.0,0.0,1.0
362,4226,Conor Sammon,Forward,1044.0,1.0,0.0,0.0,0.0,1.0
1250,10449,Jonjoe Kenny,Defender,3548.0,1.0,0.0,0.0,0.0,1.0
2361,31861,Albert Sambi Lokonga,Midfielder,1133.0,0.0,1.0,0.0,0.0,1.0
405,19604,Nolito,Forward,778.0,1.0,0.0,0.0,0.0,1.0
2404,3397,Leon Andreasen,Midfielder,817.0,1.0,0.0,0.0,0.0,1.0
2403,4619,Guly do Prado,Midfielder,833.0,0.0,0.0,0.0,1.0,1.0
